Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date
3153,Charles,Thompson,51,Male,Address_3153,Oklahoma City,19458798006,charles.thompson@kag.com,Current,4022.55,1/12/2009,4/21/2023,3153,5/1/2023,Transfer,1231.61,2790.94,53,3153,15024.15,Auto,1.44,12,10/29/2020,Closed,3153,Visa,7951.57,2981.48,149.07,11/28/2023,10/13/2023,111,3153,1/16/2023,Suggestion,Pending,10/4/2023
3154,Karen,Martin,44,Male,Address_3154,Tucson,19458798007,karen.martin@kag.com,Savings,8065.95,11/16/2007,1/28/2023,3154,6/20/2023,Transfer,1661.73,6404.22,23,3154,4125.32,Personal,4.36,48,7/11/2021,Rejected,3154,Visa,8577.57,1138.73,56.94,11/12/2023,7/24/2023,3504,3154,10/11/2023,Complaint,Pending,2/2/2023
3155,Robert,Anderson,61,Female,Address_3155,Indianapolis,19458798008,robert.anderson@kag.com,Savings,9445.2,10/4/2019,2/20/2023,3155,5/2/2023,Transfer,1450.8,10896,34,3155,1752.97,Personal,2.83,24,2/10/2020,Approved,3155,Visa,9514.05,2850.2,142.51,1/24/2023,8/2/2023,7922,3155,9/22/2023,Suggestion,Pending,4/30/2023
3156,Michael,Thompson,22,Female,Address_3156,Memphis,19458798009,michael.thompson@kag.com,Current,2823.4,10/30/2007,8/1/2023,3156,10/6/2023,Transfer,375.9,3199.3,18,3156,46219.9,Personal,4.44,36,5/6/2021,Approved,3156,AMEX,1477,3350.01,167.5,12/26/2023,1/28/2023,4453,3156,9/2/2023,Praise,Resolved,6/26/2023
3157,Daniel,Ramirez,21,Female,Address_3157,El Paso,19458798010,daniel.ramirez@kag.com,Current,9224.29,10/22/2013,5/5/2023,3157,1/25/2023,Deposit,2903.11,6321.18,12,3157,20706.73,Personal,9.29,24,7/23/2020,Rejected,3157,AMEX,4231.94,4065.79,203.29,5/12/2023,4/4/2023,6774,3157,6/7/2023,Praise,Pending,8/12/2023
3158,Sandra,Thomas,24,Other,Address_3158,Las Vegas,19458798011,sandra.thomas@kag.com,Savings,8684.77,12/27/2004,9/26/2023,3158,6/5/2023,Transfer,2381.15,11065.92,87,3158,11460.96,Personal,7.7,12,11/16/2021,Closed,3158,Visa,7310.51,1226.31,61.32,1/21/2023,3/13/2023,6699,3158,7/20/2023,Complaint,Resolved,9/26/2023
3159,Paul,Torres,65,Female,Address_3159,Fresno,19458798012,paul.torres@kag.com,Current,4126.57,3/11/2008,2/9/2023,3159,4/9/2023,Transfer,541.25,4667.82,2,3159,28787.97,Personal,4.36,24,1/30/2020,Closed,3159,AMEX,2752.63,3194.24,159.71,7/3/2023,3/18/2023,8364,3159,10/11/2023,Complaint,Resolved,2/5/2023
3160,Nancy,Lee,20,Other,Address_3160,San Antonio,19458798013,nancy.lee@kag.com,Savings,146.31,1/15/2012,6/3/2023,3160,12/16/2023,Transfer,2324.63,2470.94,27,3160,24906.4,Auto,3.93,60,4/12/2020,Rejected,3160,AMEX,5780.4,20.54,1.03,3/8/2023,11/17/2023,3053,3160,6/2/2023,Complaint,Resolved,9/26/2023
3161,Ronald,Anderson,38,Other,Address_3161,Kansas City,19458798014,ronald.anderson@kag.com,Savings,8464.27,7/4/2018,12/26/2023,3161,8/7/2023,Transfer,404.03,8060.24,50,3161,49992.29,Personal,9.29,60,2/8/2022,Closed,3161,AMEX,6610.65,4996.27,249.81,2/25/2023,3/24/2023,6216,3161,1/13/2023,Complaint,Pending,5/10/2023
3162,Christopher,Taylor,51,Other,Address_3162,Atlanta,19458798015,christopher.taylor@kag.com,Savings,2939.05,12/24/2002,6/7/2023,3162,7/19/2023,Withdrawal,4658.33,-1719.28,31,3162,44536.74,Auto,9,60,2/27/2020,Closed,3162,MasterCard,2507.62,2092.03,104.6,7/26/2023,2/9/2023,1474,3162,10/8/2023,Suggestion,Pending,5/10/2023
3163,Matthew,Roberts,66,Male,Address_3163,Houston,19458798016,matthew.roberts@kag.com,Current,7583.28,2/1/2004,10/21/2023,3163,3/24/2023,Transfer,1302.8,6280.48,48,3163,14284.01,Mortgage,6.44,48,5/30/2021,Closed,3163,MasterCard,7160.8,992.34,49.62,9/26/2023,6/3/2023,9402,3163,5/18/2023,Suggestion,Resolved,4/3/2023
3164,Charles,Torres,26,Other,Address_3164,Fresno,19458798017,charles.torres@kag.com,Current,5757.99,4/28/2015,12/27/2023,3164,12/31/2023,Withdrawal,3626.87,2131.12,86,3164,35187.76,Mortgage,4.22,60,3/31/2021,Rejected,3164,Visa,1341.56,3222.6,161.13,6/16/2023,4/27/2023,6695,3164,9/4/2023,Suggestion,Pending,1/30/2023
3165,Barbara,Gonzalez,37,Other,Address_3165,Washington,19458798018,barbara.gonzalez@kag.com,Savings,2294.48,9/15/2003,9/29/2023,3165,12/30/2023,Withdrawal,1263.73,3558.21,69,3165,19971.56,Auto,8.13,60,2/6/2021,Rejected,3165,AMEX,1252.37,2670.48,133.52,2/9/2023,9/6/2023,6979,3165,4/20/2023,Praise,Resolved,2/3/2023
3166,Kenneth,Jackson,57,Male,Address_3166,Phoenix,19458798019,kenneth.jackson@kag.com,Savings,6517.3,8/18/2005,4/20/2023,3166,10/3/2023,Transfer,2377.82,8895.12,17,3166,18857.45,Personal,6.97,12,8/19/2021,Approved,3166,Visa,7674.89,15.9,0.8,3/17/2023,10/4/2023,411,3166,3/16/2023,Suggestion,Resolved,6/13/2023
3167,Steven,Robinson,29,Other,Address_3167,El Paso,19458798020,steven.robinson@kag.com,Current,7671.92,11/28/2003,8/22/2023,3167,8/10/2023,Withdrawal,4667,3004.92,43,3167,18988.26,Auto,6.08,60,11/3/2022,Approved,3167,Visa,6867.86,2009.24,100.46,1/10/2023,12/19/2023,932,3167,4/17/2023,Suggestion,Pending,2/8/2023
3168,Stephanie,Hall,56,Female,Address_3168,Charlotte,19458798021,stephanie.hall@kag.com,Current,4797.01,10/4/2001,11/7/2023,3168,1/29/2023,Transfer,4359.72,437.29,71,3168,32323.5,Auto,7.65,48,6/15/2022,Approved,3168,MasterCard,7883.5,4139.98,207,3/19/2023,3/4/2023,491,3168,2/11/2023,Praise,Resolved,2/25/2023
3169,Patricia,Moore,63,Female,Address_3169,Milwaukee,19458798022,patricia.moore@kag.com,Savings,7504.31,6/24/2013,6/26/2023,3169,5/16/2023,Withdrawal,3896.61,3607.7,18,3169,27361.21,Auto,2.21,48,7/29/2020,Rejected,3169,AMEX,1131.44,1295.98,64.8,8/30/2023,2/12/2023,5967,3169,7/23/2023,Complaint,Resolved,4/29/2023
3170,Carol,Wilson,45,Male,Address_3170,Dallas,19458798023,carol.wilson@kag.com,Savings,4109.22,7/31/2013,5/7/2023,3170,3/3/2023,Deposit,3953.05,8062.27,66,3170,37997.45,Auto,9.37,36,5/4/2021,Rejected,3170,AMEX,1701.48,4800.35,240.02,2/12/2023,3/6/2023,2679,3170,8/3/2023,Complaint,Resolved,11/15/2023
3171,John,Scott,65,Male,Address_3171,Boston,19458798024,john.scott@kag.com,Savings,9804.49,6/17/2020,3/21/2023,3171,6/15/2023,Transfer,4119.08,13923.57,31,3171,8496.31,Auto,9.76,48,1/13/2021,Rejected,3171,MasterCard,3762.88,4322.85,216.14,8/12/2023,5/6/2023,8470,3171,5/7/2023,Praise,Pending,2/21/2023
3172,Lisa,Scott,50,Other,Address_3172,Boston,19458798025,lisa.scott@kag.com,Current,2474.1,7/2/2002,2/21/2023,3172,5/11/2023,Transfer,3715.75,6189.85,63,3172,21845.93,Personal,4.19,60,8/8/2021,Rejected,3172,MasterCard,1931.25,1854.26,92.71,11/21/2023,10/24/2023,8135,3172,1/25/2023,Complaint,Resolved,6/5/2023
3173,Steven,Martin,27,Other,Address_3173,Nashville,19458798026,steven.martin@kag.com,Current,7800.76,8/5/2010,11/1/2023,3173,9/16/2023,Withdrawal,4485.31,12286.07,28,3173,43155.83,Mortgage,9.52,24,3/6/2020,Rejected,3173,Visa,3984.47,2005.52,100.28,6/18/2023,5/28/2023,9618,3173,1/15/2023,Complaint,Pending,7/31/2023
3174,Thomas,Jackson,28,Other,Address_3174,Dallas,19458798027,thomas.jackson@kag.com,Savings,7521.06,1/31/2017,10/31/2023,3174,11/7/2023,Deposit,1757.67,9278.73,67,3174,1155.06,Auto,8.16,36,7/30/2021,Closed,3174,AMEX,6043.96,2262.15,113.11,2/25/2023,10/2/2023,4324,3174,8/17/2023,Praise,Resolved,5/20/2023
3175,Nancy,Hall,24,Male,Address_3175,Kansas City,19458798028,nancy.hall@kag.com,Current,5341.48,5/14/2006,11/26/2023,3175,7/25/2023,Transfer,2635.38,2706.1,9,3175,31551.12,Personal,9.47,48,1/26/2021,Approved,3175,AMEX,5972.06,3185.76,159.29,9/1/2023,9/6/2023,3019,3175,10/27/2023,Suggestion,Pending,9/29/2023
3176,Kimberly,Baker,35,Other,Address_3176,Washington,19458798029,kimberly.baker@kag.com,Current,3568.35,9/19/2002,3/23/2023,3176,6/12/2023,Withdrawal,3235.61,6803.96,97,3176,39501.11,Auto,9.26,36,2/15/2022,Rejected,3176,AMEX,1823.11,1638.91,81.95,3/17/2023,5/29/2023,4174,3176,10/17/2023,Praise,Pending,2/15/2023
3177,Betty,Miller,36,Female,Address_3177,El Paso,19458798030,betty.miller@kag.com,Savings,4513.02,7/27/2012,10/21/2023,3177,10/27/2023,Withdrawal,997,3516.02,28,3177,19808.87,Auto,2.81,12,11/28/2022,Approved,3177,AMEX,1646.64,5.29,0.26,12/21/2023,6/12/2023,5306,3177,8/10/2023,Suggestion,Pending,4/30/2023
3178,Kevin,Baker,31,Female,Address_3178,Houston,19458798031,kevin.baker@kag.com,Current,6331.93,9/28/2009,9/30/2023,3178,6/21/2023,Transfer,2521.28,3810.65,92,3178,44297.18,Auto,3.34,60,12/23/2022,Rejected,3178,MasterCard,1399.53,2182.96,109.15,12/6/2023,7/31/2023,6598,3178,9/13/2023,Complaint,Resolved,7/13/2023
3179,Kenneth,Brown,34,Other,Address_3179,Memphis,19458798032,kenneth.brown@kag.com,Current,5350.46,11/4/2016,2/10/2023,3179,6/18/2023,Withdrawal,629.16,5979.62,18,3179,37048.89,Mortgage,3.35,60,1/15/2022,Approved,3179,AMEX,8917.21,2473.87,123.69,6/24/2023,4/16/2023,7518,3179,11/13/2023,Complaint,Resolved,4/2/2023
3180,Joshua,King,40,Male,Address_3180,Charlotte,19458798033,joshua.king@kag.com,Savings,7639.25,8/19/2003,11/6/2023,3180,6/4/2023,Transfer,3062.09,4577.16,15,3180,30696.36,Personal,1.85,36,7/28/2020,Rejected,3180,Visa,7861.75,3546.69,177.33,2/9/2023,12/21/2023,9232,3180,1/19/2023,Praise,Resolved,1/16/2023
3181,Lisa,Johnson,36,Female,Address_3181,New York,19458798034,lisa.johnson@kag.com,Savings,3670.75,6/5/2021,10/23/2023,3181,4/2/2023,Deposit,497.13,4167.88,75,3181,10717.8,Personal,4.58,48,6/29/2022,Rejected,3181,AMEX,8412.97,90.78,4.54,7/3/2023,9/4/2023,4085,3181,3/2/2023,Suggestion,Pending,8/9/2023
3182,Ronald,Jones,62,Male,Address_3182,Baltimore,19458798035,ronald.jones@kag.com,Current,1161.73,12/26/2010,10/14/2023,3182,6/5/2023,Deposit,2521.73,3683.46,89,3182,33835.09,Auto,4.26,24,4/27/2022,Approved,3182,AMEX,1168.69,3159.88,157.99,9/19/2023,8/2/2023,4374,3182,11/24/2023,Complaint,Pending,3/16/2023
3183,Thomas,Martinez,20,Female,Address_3183,Memphis,19458798036,thomas.martinez@kag.com,Current,5105.39,4/26/2015,12/12/2023,3183,1/5/2023,Deposit,2313.62,2791.77,5,3183,41854.58,Personal,4.1,48,5/2/2022,Closed,3183,Visa,7462.43,381.09,19.05,3/17/2023,6/11/2023,6358,3183,1/10/2023,Praise,Pending,8/7/2023
3184,Kimberly,Young,51,Other,Address_3184,Oklahoma City,19458798037,kimberly.young@kag.com,Savings,2664.22,6/13/2007,6/3/2023,3184,6/20/2023,Deposit,567.84,3232.06,41,3184,36765.54,Mortgage,4.14,36,8/26/2020,Rejected,3184,AMEX,6701.26,2626.85,131.34,9/1/2023,2/11/2023,9154,3184,9/21/2023,Praise,Pending,12/31/2023
3185,Jennifer,Adams,42,Other,Address_3185,Tucson,19458798038,jennifer.adams@kag.com,Current,6204.72,11/25/2004,8/20/2023,3185,7/10/2023,Withdrawal,2202.29,4002.43,91,3185,29167.99,Auto,1.56,48,7/9/2022,Closed,3185,MasterCard,1873.7,1005.52,50.28,3/13/2023,10/29/2023,8442,3185,8/23/2023,Suggestion,Pending,1/2/2023
3186,Melissa,Green,58,Male,Address_3186,Mesa,19458798039,melissa.green@kag.com,Savings,5251.2,2/13/2001,11/28/2023,3186,2/8/2023,Withdrawal,3392.26,1858.94,76,3186,36014.27,Auto,2.67,36,5/17/2021,Closed,3186,Visa,6239.01,4397.22,219.86,7/29/2023,8/26/2023,9508,3186,9/7/2023,Complaint,Resolved,4/19/2023
3187,Jennifer,Gonzalez,48,Other,Address_3187,Washington,19458798040,jennifer.gonzalez@kag.com,Savings,7809.61,7/12/2004,5/26/2023,3187,1/10/2023,Withdrawal,2977.62,10787.23,74,3187,48867.54,Auto,3.66,60,5/9/2021,Approved,3187,MasterCard,1575.09,2134.98,106.75,10/23/2023,12/6/2023,1567,3187,11/10/2023,Complaint,Resolved,6/16/2023
3188,Kimberly,Hill,56,Male,Address_3188,San Jose,19458798041,kimberly.hill@kag.com,Savings,5794.75,12/5/2019,10/18/2023,3188,3/4/2023,Transfer,2295.65,8090.4,73,3188,1529.41,Auto,9,60,6/30/2022,Rejected,3188,AMEX,5079.87,622.78,31.14,12/27/2023,10/9/2023,8563,3188,8/24/2023,Suggestion,Pending,5/22/2023
3189,James,Jones,31,Male,Address_3189,San Antonio,19458798042,james.jones@kag.com,Current,4364.52,2/28/2015,2/25/2023,3189,9/22/2023,Deposit,1831.08,2533.44,66,3189,33532.5,Auto,9.34,60,8/7/2021,Approved,3189,AMEX,7152.76,137.74,6.89,3/21/2023,8/18/2023,7669,3189,12/10/2023,Praise,Resolved,8/26/2023
3190,Elizabeth,Martinez,54,Female,Address_3190,San Diego,19458798043,elizabeth.martinez@kag.com,Savings,1286.57,12/10/2015,1/30/2023,3190,3/25/2023,Transfer,296.37,990.2,73,3190,39856.64,Personal,3.57,36,10/30/2020,Rejected,3190,MasterCard,1552.54,4260.09,213,3/20/2023,6/18/2023,5049,3190,11/5/2023,Praise,Pending,12/11/2023
3191,Charles,Martinez,69,Female,Address_3191,Louisville,19458798044,charles.martinez@kag.com,Current,1289.4,7/18/2016,3/16/2023,3191,1/29/2023,Deposit,4779.93,-3490.53,51,3191,32305.68,Mortgage,7.25,60,12/17/2021,Closed,3191,AMEX,5600.36,4688.02,234.4,9/21/2023,3/9/2023,9331,3191,4/9/2023,Complaint,Resolved,7/30/2023
3192,Robert,Nguyen,64,Other,Address_3192,Dallas,19458798045,robert.nguyen@kag.com,Savings,6439.48,1/2/2016,2/21/2023,3192,8/1/2023,Transfer,2019.51,8458.99,16,3192,14381.51,Auto,8.66,12,7/25/2021,Closed,3192,Visa,7211.97,3631.42,181.57,3/20/2023,8/11/2023,1510,3192,9/2/2023,Suggestion,Pending,5/28/2023
3193,Mary,Clark,37,Male,Address_3193,Boston,19458798046,mary.clark@kag.com,Savings,8819.46,3/25/2014,7/15/2023,3193,12/21/2023,Withdrawal,2088.22,10907.68,65,3193,41315.11,Mortgage,5.56,24,3/2/2022,Closed,3193,MasterCard,1455.14,3320.42,166.02,3/3/2023,11/11/2023,2889,3193,8/14/2023,Complaint,Resolved,4/6/2023
3194,Lisa,Lee,49,Female,Address_3194,Indianapolis,19458798047,lisa.lee@kag.com,Current,4206.4,10/29/2009,11/7/2023,3194,8/9/2023,Withdrawal,650.43,3555.97,85,3194,45751.66,Auto,7.8,36,6/27/2020,Rejected,3194,MasterCard,8832.13,1242.94,62.15,3/9/2023,10/21/2023,3150,3194,11/25/2023,Suggestion,Pending,3/27/2023
3195,Deborah,Davis,50,Other,Address_3195,Jacksonville,19458798048,deborah.davis@kag.com,Savings,5354.81,12/5/2002,8/16/2023,3195,9/28/2023,Withdrawal,2668.01,8022.82,57,3195,34491.73,Personal,9.78,60,11/22/2022,Rejected,3195,Visa,4190.09,3626.95,181.35,4/5/2023,4/4/2023,8884,3195,5/8/2023,Complaint,Resolved,5/22/2023
3196,Mary,Smith,69,Other,Address_3196,Austin,19458798049,mary.smith@kag.com,Savings,5953,7/26/2016,5/18/2023,3196,7/28/2023,Transfer,4896.31,1056.69,37,3196,26040.19,Mortgage,2.46,12,6/26/2022,Closed,3196,MasterCard,3829.7,767.51,38.38,5/7/2023,3/14/2023,8155,3196,9/19/2023,Praise,Resolved,12/3/2023
3197,Elizabeth,Ramirez,48,Female,Address_3197,Milwaukee,19458798050,elizabeth.ramirez@kag.com,Current,4825.25,4/26/2007,7/1/2023,3197,6/1/2023,Withdrawal,1272.6,6097.85,39,3197,18949.72,Mortgage,1.63,48,1/27/2022,Closed,3197,MasterCard,2093.27,4076.66,203.83,10/21/2023,10/8/2023,4769,3197,8/20/2023,Praise,Resolved,7/6/2023
3198,Kimberly,Carter,24,Other,Address_3198,Fort Worth,19458798051,kimberly.carter@kag.com,Current,689.68,1/25/2021,10/17/2023,3198,2/4/2023,Withdrawal,1573.55,2263.23,65,3198,17172.78,Auto,6.76,24,7/15/2022,Closed,3198,MasterCard,9868.05,2185.55,109.28,7/4/2023,7/3/2023,499,3198,10/10/2023,Praise,Pending,6/27/2023
3199,Jessica,Hill,22,Female,Address_3199,Milwaukee,19458798052,jessica.hill@kag.com,Savings,5932.48,7/4/2017,7/10/2023,3199,3/2/2023,Deposit,1188.71,7121.19,49,3199,36438.15,Auto,5.58,24,3/15/2021,Closed,3199,AMEX,6203.75,4373.46,218.67,11/15/2023,6/24/2023,3480,3199,8/28/2023,Complaint,Pending,4/18/2023
3200,Deborah,Wilson,21,Male,Address_3200,Columbus,19458798053,deborah.wilson@kag.com,Savings,1457.31,6/17/2012,6/8/2023,3200,10/3/2023,Transfer,4334.26,-2876.95,47,3200,30749.05,Mortgage,3.67,60,12/23/2020,Rejected,3200,AMEX,6249.35,1715.26,85.76,6/2/2023,10/10/2023,5852,3200,2/24/2023,Praise,Resolved,8/14/2023
3201,Joshua,Lee,28,Other,Address_3201,Albuquerque,19458798054,joshua.lee@kag.com,Current,5602.46,7/29/2002,7/11/2023,3201,11/10/2023,Transfer,2381.3,3221.16,40,3201,8685.68,Personal,9.25,36,11/6/2021,Rejected,3201,MasterCard,6489.14,56.76,2.84,7/7/2023,8/14/2023,6879,3201,2/11/2023,Praise,Pending,3/15/2023
3202,Lisa,Robinson,36,Male,Address_3202,San Francisco,19458798055,lisa.robinson@kag.com,Savings,7776.24,9/13/2014,6/27/2023,3202,4/10/2023,Withdrawal,4119.38,11895.62,14,3202,7913.74,Auto,8.61,36,6/5/2021,Rejected,3202,AMEX,4756.16,4060.17,203.01,7/12/2023,8/26/2023,2109,3202,5/2/2023,Suggestion,Pending,3/27/2023
3203,Barbara,Lee,55,Female,Address_3203,Sacramento,19458798056,barbara.lee@kag.com,Savings,153.94,9/28/2016,12/29/2023,3203,7/22/2023,Transfer,4251.93,-4097.99,40,3203,4483.86,Auto,3.38,12,8/20/2022,Approved,3203,Visa,4445.09,4407.48,220.37,12/13/2023,3/24/2023,4977,3203,10/7/2023,Complaint,Pending,5/25/2023
3204,Nancy,Carter,37,Male,Address_3204,New York,19458798057,nancy.carter@kag.com,Savings,4361.72,2/26/2021,2/6/2023,3204,9/4/2023,Withdrawal,3747.96,8109.68,48,3204,34492.08,Auto,7.97,36,12/25/2021,Closed,3204,MasterCard,5939.48,94.39,4.72,10/24/2023,11/6/2023,6141,3204,9/15/2023,Suggestion,Resolved,8/15/2023
3205,Timothy,Rodriguez,44,Female,Address_3205,Memphis,19458798058,timothy.rodriguez@kag.com,Current,7482.33,5/2/2021,8/12/2023,3205,8/10/2023,Transfer,1312.61,8794.94,32,3205,16403.85,Auto,8.46,60,11/8/2021,Approved,3205,Visa,2485.01,1282.75,64.14,2/13/2023,4/18/2023,2897,3205,8/3/2023,Complaint,Pending,7/4/2023
3206,Michelle,Taylor,46,Other,Address_3206,Houston,19458798059,michelle.taylor@kag.com,Current,5332.51,4/11/2007,6/9/2023,3206,7/7/2023,Deposit,185.97,5518.48,88,3206,1991.88,Mortgage,3.93,24,10/2/2022,Closed,3206,MasterCard,6299.77,1587.48,79.37,2/19/2023,11/10/2023,8647,3206,12/5/2023,Praise,Resolved,9/6/2023
3207,Donna,Jones,35,Other,Address_3207,El Paso,19458798060,donna.jones@kag.com,Current,2429.54,7/7/2019,7/28/2023,3207,3/27/2023,Transfer,725.01,1704.53,39,3207,17546.94,Mortgage,1.89,24,9/24/2022,Approved,3207,Visa,5480.33,2990.81,149.54,6/21/2023,12/14/2023,4030,3207,12/8/2023,Suggestion,Pending,6/11/2023
3208,Elizabeth,Walker,54,Other,Address_3208,Louisville,19458798061,elizabeth.walker@kag.com,Current,7005.92,3/26/2016,10/18/2023,3208,3/29/2023,Withdrawal,3487.78,3518.14,33,3208,41773.72,Auto,8.65,24,6/22/2020,Rejected,3208,MasterCard,2332.87,1180.58,59.03,10/31/2023,5/30/2023,1427,3208,11/8/2023,Complaint,Resolved,8/2/2023
3209,Andrew,Flores,69,Male,Address_3209,Indianapolis,19458798062,andrew.flores@kag.com,Savings,7856.38,2/13/2018,9/6/2023,3209,5/22/2023,Transfer,3705.35,11561.73,30,3209,13135.46,Auto,1.87,60,11/18/2022,Closed,3209,Visa,8015.29,4630.22,231.51,1/21/2023,12/29/2023,4701,3209,5/1/2023,Complaint,Pending,6/23/2023
3210,Ronald,Nguyen,64,Male,Address_3210,Fort Worth,19458798063,ronald.nguyen@kag.com,Current,3689,1/22/2008,7/4/2023,3210,6/13/2023,Transfer,3834.22,7523.22,26,3210,32043.92,Personal,5.31,48,7/6/2020,Closed,3210,AMEX,1679.32,4816.56,240.83,3/2/2023,11/21/2023,2863,3210,11/19/2023,Suggestion,Resolved,8/20/2023
3211,Emily,Nelson,42,Male,Address_3211,Nashville,19458798064,emily.nelson@kag.com,Current,3044.27,11/1/2000,12/7/2023,3211,5/21/2023,Deposit,1227.41,4271.68,43,3211,22543.89,Auto,2.75,60,5/12/2020,Closed,3211,MasterCard,3161.87,2926.85,146.34,1/7/2023,10/19/2023,3849,3211,7/3/2023,Suggestion,Resolved,4/9/2023
3212,John,Jackson,37,Female,Address_3212,San Francisco,19458798065,john.jackson@kag.com,Current,5496.87,1/20/2008,10/15/2023,3212,9/14/2023,Transfer,773.65,4723.22,55,3212,27895.9,Personal,9.35,24,10/23/2022,Rejected,3212,MasterCard,2520.57,4928.56,246.43,10/11/2023,9/30/2023,6455,3212,6/4/2023,Praise,Pending,2/13/2023
3213,Charles,Scott,23,Other,Address_3213,Omaha,19458798066,charles.scott@kag.com,Current,3717.69,3/24/2001,8/14/2023,3213,4/1/2023,Deposit,4616.08,-898.39,44,3213,30192.86,Personal,1.96,24,5/31/2022,Rejected,3213,MasterCard,5119.98,853.33,42.67,6/6/2023,6/5/2023,1597,3213,9/9/2023,Praise,Resolved,7/11/2023
3214,Sarah,Roberts,53,Male,Address_3214,San Jose,19458798067,sarah.roberts@kag.com,Savings,8375.78,5/23/2020,8/14/2023,3214,9/26/2023,Deposit,3324.42,11700.2,78,3214,23285.74,Auto,2.05,36,8/17/2022,Closed,3214,AMEX,7373.55,576.69,28.83,2/19/2023,10/27/2023,6099,3214,12/29/2023,Complaint,Pending,8/17/2023
3215,Sandra,Allen,66,Female,Address_3215,Albuquerque,19458798068,sandra.allen@kag.com,Current,7812.6,8/26/2007,1/8/2023,3215,6/12/2023,Deposit,3712.39,11524.99,76,3215,3834.94,Auto,7.32,24,11/29/2022,Approved,3215,Visa,3179.88,2028.77,101.44,5/19/2023,10/12/2023,8476,3215,2/11/2023,Praise,Resolved,6/3/2023
3216,Patricia,Gonzalez,32,Male,Address_3216,Atlanta,19458798069,patricia.gonzalez@kag.com,Current,3187.69,5/15/2003,1/23/2023,3216,1/18/2023,Withdrawal,478.59,2709.1,3,3216,28817.08,Auto,2.85,12,1/25/2022,Rejected,3216,MasterCard,2362,3978.43,198.92,5/11/2023,7/24/2023,8729,3216,6/26/2023,Suggestion,Pending,3/27/2023
3217,Melissa,Wilson,35,Female,Address_3217,Charlotte,19458798070,melissa.wilson@kag.com,Savings,4624.09,1/20/2015,8/11/2023,3217,6/11/2023,Deposit,2068.17,6692.26,7,3217,20478.72,Personal,2.19,60,1/8/2021,Approved,3217,Visa,6090.45,2946.13,147.31,9/23/2023,12/23/2023,9716,3217,12/26/2023,Praise,Pending,2/8/2023
3218,Lisa,Allen,55,Other,Address_3218,Fort Worth,19458798071,lisa.allen@kag.com,Savings,8905.93,4/26/2001,12/15/2023,3218,2/21/2023,Transfer,325.91,8580.02,85,3218,10794.12,Mortgage,2.51,36,1/27/2022,Approved,3218,MasterCard,6990.59,3149.65,157.48,8/25/2023,12/24/2023,7568,3218,8/4/2023,Complaint,Pending,10/9/2023
3219,Joseph,Lewis,42,Male,Address_3219,Charlotte,19458798072,joseph.lewis@kag.com,Current,1559.03,7/27/2017,6/15/2023,3219,11/22/2023,Transfer,3292.18,-1733.15,58,3219,44928.9,Personal,6.36,36,4/24/2022,Rejected,3219,Visa,9558.76,4793.86,239.69,3/27/2023,5/11/2023,2553,3219,4/5/2023,Praise,Resolved,9/6/2023
3220,Michelle,Nelson,37,Other,Address_3220,Fresno,19458798073,michelle.nelson@kag.com,Current,7566.9,8/3/2017,10/2/2023,3220,2/27/2023,Deposit,2451.9,5115,91,3220,37067.29,Auto,3,48,9/18/2020,Rejected,3220,MasterCard,6471.77,2990.05,149.5,11/26/2023,4/21/2023,3373,3220,12/18/2023,Complaint,Resolved,4/28/2023
3221,Charles,Carter,39,Male,Address_3221,Philadelphia,19458798074,charles.carter@kag.com,Current,3236.36,5/26/2008,10/28/2023,3221,10/10/2023,Deposit,2262.8,973.56,10,3221,14919.34,Personal,4.4,48,6/13/2022,Rejected,3221,AMEX,6111.5,2168.09,108.4,1/23/2023,8/17/2023,7853,3221,10/19/2023,Complaint,Resolved,6/27/2023
3222,Joseph,Scott,68,Female,Address_3222,San Francisco,19458798075,joseph.scott@kag.com,Savings,1282.82,5/20/2009,2/5/2023,3222,5/26/2023,Deposit,4515.51,-3232.69,10,3222,27408.9,Mortgage,8.65,24,7/12/2022,Rejected,3222,AMEX,5253.21,3924.11,196.21,2/14/2023,12/23/2023,5063,3222,4/21/2023,Suggestion,Pending,8/20/2023
3223,Lisa,Baker,29,Other,Address_3223,Oklahoma City,19458798076,lisa.baker@kag.com,Current,1258.09,11/1/2013,6/26/2023,3223,2/26/2023,Withdrawal,3703.19,4961.28,81,3223,48192.55,Mortgage,2.58,12,8/29/2022,Approved,3223,Visa,3515.71,3824.52,191.23,7/14/2023,12/2/2023,7721,3223,6/25/2023,Complaint,Resolved,10/23/2023
